id_chamado,customer_id,frequencia_chamados_6_meses,tipo_erro_reportado,cartucho_registrado,call_date,region,state,cartridge_type,nps,returned,classificacao_risco
CH1238,C0178,5,falha de reconhecimento,False,2024-07-22,Nordeste,BA,falsificado,2,True,Alta Probabilidade de Falsificação
CH1239,C0156,5,vazamento de tinta,False,2024-09-29,Nordeste,MA,falsificado,3,True,Alta Probabilidade de Falsificação
CH1240,C0103,3,danificou a impressora,False,2025-02-12,Nordeste,MA,falsificado,3,True,Alta Probabilidade de Falsificação
CH1241,C0166,1,falha de reconhecimento,True,2025-06-02,Sudeste,ES,original,10,False,Baixa Probabilidade
CH1242,C0199,2,outro,True,2024-08-06,Centro-Oeste,MT,original,8,False,Baixa Probabilidade
CH1243,C0120,1,baixa qualidade de impressão,True,2024-12-25,Sul,RS,generico,7,False,Baixa Probabilidade
CH1244,C0160,1,baixa qualidade de impressão,True,2024-12-02,Centro-Oeste,MT,original,10,False,Baixa Probabilidade
CH1245,C0034,4,vazamento de tinta,False,2025-05-05,Sudeste,SP,falsificado,0,True,Alta Probabilidade de Falsificação
CH1246,C0021,1,outro,True,2025-03-11,Sul,RS,original,6,False,Baixa Probabilidade
CH1247,C0010,2,outro,True,2024-11-28,Sudeste,RJ,original,8,False,Baixa Probabilidade
CH1248,C0177,2,baixa qualidade de impressão,True,2025-03-07,Nordeste,CE,generico,7,False,Baixa Probabilidade
CH1249,C0008,3,danificou a impressora,False,2025-01-15,Nordeste,MA,falsificado,0,True,Alta Probabilidade de Falsificação
CH1250,C0017,1,baixa qualidade de impressão,True,2025-05-19,Sudeste,MG,original,9,False,Baixa Probabilidade
CH1251,C0051,3,danificou a impressora,False,2025-01-29,Sudeste,ES,falsificado,1,True,Alta Probabilidade de Falsificação
CH1252,C0038,3,vazamento de tinta,False,2025-04-28,Nordeste,BA,falsificado,3,True,Alta Probabilidade de Falsificação
CH1253,C0036,2,baixa qualidade de impressão,True,2024-07-04,Norte,AC,generico,4,False,Baixa Probabilidade
CH1254,C0002,1,outro,True,2024-09-16,Sul,PR,original,9,False,Baixa Probabilidade
CH1255,C0168,1,baixa qualidade de impressão,True,2024-11-15,Sul,SC,original,9,False,Baixa Probabilidade
CH1256,C0172,4,vazamento de tinta,False,2025-02-17,Sul,SC,falsificado,0,True,Alta Probabilidade de Falsificação
CH1257,C0039,1,falha de reconhecimento,True,2024-11-25,Norte,AC,original,10,False,Baixa Probabilidade
CH1258,C0086,1,outro,True,2024-09-06,Centro-Oeste,MS,original,7,False,Baixa Probabilidade
CH1259,C0050,5,vazamento de tinta,False,2024-12-09,Sudeste,MG,falsificado,3,True,Alta Probabilidade de Falsificação
CH1260,C0097,1,baixa qualidade de impressão,True,2025-01-31,Centro-Oeste,MS,original,9,False,Baixa Probabilidade
CH1261,C0106,2,baixa qualidade de impressão,True,2024-07-31,Sudeste,ES,original,6,False,Baixa Probabilidade
CH1262,C0106,1,falha de reconhecimento,True,2025-06-03,Nordeste,MA,original,8,False,Baixa Probabilidade
CH1263,C0137,2,outro,True,2025-05-27,Nordeste,PE,generico,6,False,Baixa Probabilidade
CH1264,C0075,1,baixa qualidade de impressão,True,2025-05-27,Centro-Oeste,DF,generico,7,False,Baixa Probabilidade
CH1265,C0138,1,baixa qualidade de impressão,True,2025-04-20,Norte,AC,original,10,True,Baixa Probabilidade
CH1266,C0173,5,falha de reconhecimento,False,2024-10-30,Sudeste,ES,falsificado,0,True,Alta Probabilidade de Falsificação
CH1267,C0080,4,vazamento de tinta,False,2024-12-10,Norte,TO,falsificado,1,True,Alta Probabilidade de Falsificação
CH1268,C0060,5,vazamento de tinta,False,2025-05-17,Sudeste,ES,falsificado,1,True,Alta Probabilidade de Falsificação
CH1269,C0058,1,outro,True,2025-01-21,Nordeste,CE,original,10,False,Baixa Probabilidade
CH1270,C0063,5,falha de reconhecimento,False,2025-02-18,Centro-Oeste,DF,falsificado,2,True,Alta Probabilidade de Falsificação
CH1271,C0045,4,danificou a impressora,False,2024-11-30,Nordeste,CE,falsificado,3,True,Alta Probabilidade de Falsificação
CH1272,C0047,1,falha de reconhecimento,True,2025-04-27,Centro-Oeste,MT,generico,7,False,Baixa Probabilidade
CH1273,C0003,3,danificou a impressora,False,2025-04-26,Sul,RS,falsificado,1,True,Alta Probabilidade de Falsificação
CH1274,C0147,4,vazamento de tinta,False,2025-04-28,Norte,AM,falsificado,0,True,Alta Probabilidade de Falsificação
CH1275,C0149,1,falha de reconhecimento,True,2024-07-25,Nordeste,MA,original,7,False,Baixa Probabilidade
CH1276,C0041,3,danificou a impressora,False,2024-06-17,Sudeste,SP,falsificado,3,True,Alta Probabilidade de Falsificação
CH1277,C0106,5,vazamento de tinta,False,2024-07-15,Sudeste,RJ,falsificado,3,True,Alta Probabilidade de Falsificação
CH1278,C0144,2,outro,True,2024-07-13,Sudeste,ES,original,6,False,Baixa Probabilidade
CH1279,C0107,4,vazamento de tinta,False,2025-01-07,Nordeste,CE,falsificado,2,True,Alta Probabilidade de Falsificação
CH1280,C0148,5,vazamento de tinta,False,2024-08-07,Sul,SC,falsificado,1,True,Alta Probabilidade de Falsificação
CH1281,C0165,2,baixa qualidade de impressão,True,2024-07-06,Sudeste,MG,original,10,False,Baixa Probabilidade
CH1282,C0085,1,baixa qualidade de impressão,True,2024-07-24,Sul,RS,original,10,False,Baixa Probabilidade
CH1283,C0086,1,outro,True,2025-03-22,Nordeste,CE,original,9,False,Baixa Probabilidade
CH1284,C0177,2,baixa qualidade de impressão,True,2025-02-24,Sul,SC,generico,4,False,Baixa Probabilidade
CH1285,C0057,2,outro,True,2025-01-29,Norte,TO,original,9,True,Baixa Probabilidade
CH1286,C0099,5,vazamento de tinta,False,2025-04-09,Sul,SC,falsificado,3,True,Alta Probabilidade de Falsificação
CH1287,C0110,1,baixa qualidade de impressão,True,2024-12-30,Sudeste,SP,generico,6,False,Baixa Probabilidade
CH1288,C0058,1,baixa qualidade de impressão,True,2024-11-01,Nordeste,PE,original,8,False,Baixa Probabilidade
CH1289,C0006,1,outro,True,2024-09-21,Sudeste,ES,original,8,False,Baixa Probabilidade
CH1290,C0074,3,danificou a impressora,False,2025-04-30,Sul,RS,falsificado,0,True,Alta Probabilidade de Falsificação
CH1291,C0143,2,falha de reconhecimento,True,2024-09-30,Sudeste,SP,original,9,False,Baixa Probabilidade
CH1292,C0027,4,vazamento de tinta,False,2025-03-07,Nordeste,MA,falsificado,0,True,Alta Probabilidade de Falsificação
CH1293,C0160,1,baixa qualidade de impressão,True,2024-08-18,Norte,TO,original,8,False,Baixa Probabilidade
CH1294,C0119,1,baixa qualidade de impressão,True,2024-11-05,Norte,PA,original,10,False,Baixa Probabilidade
CH1295,C0059,5,danificou a impressora,False,2025-01-13,Sudeste,SP,falsificado,2,True,Alta Probabilidade de Falsificação
CH1296,C0126,1,baixa qualidade de impressão,True,2024-06-17,Sudeste,ES,generico,6,False,Baixa Probabilidade
CH1297,C0108,4,falha de reconhecimento,False,2024-09-12,Sul,SC,falsificado,3,True,Alta Probabilidade de Falsificação
CH1298,C0156,2,falha de reconhecimento,True,2025-04-02,Sul,SC,original,7,False,Baixa Probabilidade
CH1299,C0185,2,baixa qualidade de impressão,True,2024-08-31,Sudeste,MG,generico,5,False,Baixa Probabilidade
CH1300,C0125,2,baixa qualidade de impressão,True,2024-10-12,Nordeste,MA,original,6,False,Baixa Probabilidade
CH1301,C0087,5,danificou a impressora,False,2024-12-07,Nordeste,CE,falsificado,0,True,Alta Probabilidade de Falsificação
CH1302,C0021,3,vazamento de tinta,False,2025-05-08,Centro-Oeste,DF,falsificado,3,True,Alta Probabilidade de Falsificação
CH1303,C0137,1,outro,True,2024-06-27,Sudeste,MG,original,8,True,Baixa Probabilidade
CH1304,C0120,2,outro,True,2024-09-08,Sudeste,ES,original,8,False,Baixa Probabilidade
CH1305,C0168,2,outro,True,2024-09-14,Sudeste,MG,original,6,False,Baixa Probabilidade
CH1306,C0028,5,danificou a impressora,False,2025-02-15,Sul,PR,falsificado,0,True,Alta Probabilidade de Falsificação
CH1307,C0019,2,baixa qualidade de impressão,True,2025-01-06,Nordeste,MA,original,9,True,Baixa Probabilidade
CH1308,C0120,4,danificou a impressora,False,2024-11-06,Nordeste,PE,falsificado,2,True,Alta Probabilidade de Falsificação
CH1309,C0041,4,danificou a impressora,False,2024-10-04,Sul,PR,falsificado,1,True,Alta Probabilidade de Falsificação
CH1310,C0183,2,falha de reconhecimento,True,2024-10-04,Sul,RS,original,8,False,Baixa Probabilidade
CH1311,C0149,3,danificou a impressora,False,2024-07-27,Sudeste,SP,falsificado,0,True,Alta Probabilidade de Falsificação
CH1312,C0035,2,outro,True,2025-05-21,Nordeste,CE,original,9,False,Baixa Probabilidade
CH1313,C0052,2,outro,True,2024-07-03,Norte,TO,original,6,False,Baixa Probabilidade
CH1314,C0028,3,falha de reconhecimento,False,2024-07-04,Centro-Oeste,MT,falsificado,3,True,Alta Probabilidade de Falsificação
CH1315,C0183,2,falha de reconhecimento,True,2024-09-27,Centro-Oeste,DF,original,6,True,Baixa Probabilidade
CH1316,C0027,4,falha de reconhecimento,False,2025-01-25,Sudeste,MG,falsificado,0,True,Alta Probabilidade de Falsificação
CH1317,C0035,2,baixa qualidade de impressão,True,2024-06-28,Sudeste,ES,original,6,True,Baixa Probabilidade
CH1318,C0090,1,falha de reconhecimento,True,2024-07-07,Nordeste,BA,original,8,True,Baixa Probabilidade
CH1319,C0037,3,vazamento de tinta,False,2025-05-06,Norte,TO,falsificado,2,True,Alta Probabilidade de Falsificação
CH1320,C0039,1,baixa qualidade de impressão,True,2024-07-19,Norte,TO,original,10,False,Baixa Probabilidade
CH1321,C0072,1,baixa qualidade de impressão,True,2025-06-08,Norte,PA,original,6,False,Baixa Probabilidade
CH1322,C0153,1,falha de reconhecimento,True,2024-07-27,Sul,SC,generico,3,False,Baixa Probabilidade
CH1323,C0161,2,baixa qualidade de impressão,True,2024-10-16,Norte,PA,original,9,False,Baixa Probabilidade
CH1324,C0143,2,falha de reconhecimento,True,2024-11-18,Centro-Oeste,MT,original,7,False,Baixa Probabilidade
CH1325,C0051,1,baixa qualidade de impressão,True,2024-07-01,Centro-Oeste,MT,original,8,False,Baixa Probabilidade
CH1326,C0040,1,baixa qualidade de impressão,True,2024-11-15,Sul,RS,original,6,True,Baixa Probabilidade
CH1327,C0062,1,baixa qualidade de impressão,True,2025-03-09,Sudeste,RJ,generico,6,False,Baixa Probabilidade
CH1328,C0173,3,falha de reconhecimento,False,2024-09-01,Sul,SC,falsificado,1,True,Alta Probabilidade de Falsificação
CH1329,C0195,2,outro,True,2024-08-07,Sul,PR,original,8,False,Baixa Probabilidade
CH1330,C0118,1,falha de reconhecimento,True,2025-04-21,Norte,AM,original,9,False,Baixa Probabilidade
CH1331,C0065,5,vazamento de tinta,False,2025-02-10,Sul,PR,falsificado,3,True,Alta Probabilidade de Falsificação
CH1332,C0139,4,falha de reconhecimento,False,2024-07-30,Sul,SC,falsificado,3,True,Alta Probabilidade de Falsificação
CH1333,C0031,1,outro,True,2025-01-13,Centro-Oeste,DF,original,8,False,Baixa Probabilidade
CH1334,C0155,5,vazamento de tinta,False,2024-08-05,Sul,SC,falsificado,1,True,Alta Probabilidade de Falsificação
CH1335,C0125,2,baixa qualidade de impressão,True,2025-03-21,Centro-Oeste,MS,generico,7,False,Baixa Probabilidade
CH1336,C0134,2,falha de reconhecimento,True,2025-02-27,Norte,AM,original,8,False,Baixa Probabilidade
CH1337,C0022,1,baixa qualidade de impressão,True,2025-05-05,Sudeste,MG,original,10,False,Baixa Probabilidade
CH1338,C0098,5,vazamento de tinta,False,2024-08-20,Sul,RS,falsificado,0,True,Alta Probabilidade de Falsificação
CH1339,C0139,1,baixa qualidade de impressão,True,2024-09-16,Sul,PR,original,10,False,Baixa Probabilidade
CH1340,C0099,2,baixa qualidade de impressão,True,2024-09-05,Centro-Oeste,DF,original,8,False,Baixa Probabilidade
CH1341,C0005,2,outro,True,2024-12-25,Sudeste,RJ,original,8,False,Baixa Probabilidade
CH1342,C0047,1,falha de reconhecimento,True,2025-05-01,Norte,AM,original,10,False,Baixa Probabilidade
CH1343,C0012,1,baixa qualidade de impressão,True,2025-04-02,Sul,SC,generico,6,False,Baixa Probabilidade
CH1344,C0161,1,baixa qualidade de impressão,True,2024-11-09,Nordeste,CE,original,6,False,Baixa Probabilidade
CH1345,C0082,1,falha de reconhecimento,True,2025-02-20,Nordeste,MA,original,10,False,Baixa Probabilidade
CH1346,C0173,1,baixa qualidade de impressão,True,2024-12-09,Centro-Oeste,MS,original,8,False,Baixa Probabilidade
CH1347,C0031,2,baixa qualidade de impressão,True,2024-07-31,Sul,SC,original,8,False,Baixa Probabilidade
CH1348,C0126,2,outro,True,2024-09-25,Sudeste,MG,original,6,False,Baixa Probabilidade
CH1349,C0026,1,baixa qualidade de impressão,True,2025-05-10,Nordeste,CE,original,9,False,Baixa Probabilidade
CH1350,C0141,1,outro,True,2025-03-04,Sul,PR,generico,3,False,Baixa Probabilidade
CH1351,C0023,2,baixa qualidade de impressão,True,2024-12-10,Sudeste,RJ,original,8,False,Baixa Probabilidade
CH1352,C0173,1,outro,True,2025-01-23,Sul,SC,original,7,True,Baixa Probabilidade
CH1353,C0102,4,danificou a impressora,False,2024-08-25,Sul,SC,falsificado,3,True,Alta Probabilidade de Falsificação
CH1354,C0195,2,baixa qualidade de impressão,True,2024-10-26,Nordeste,BA,original,10,False,Baixa Probabilidade
CH1355,C0158,1,baixa qualidade de impressão,True,2025-05-24,Nordeste,CE,original,6,False,Baixa Probabilidade
CH1356,C0032,2,outro,True,2025-04-24,Sul,SC,original,9,False,Baixa Probabilidade
CH1357,C0152,4,danificou a impressora,False,2025-06-04,Centro-Oeste,DF,falsificado,0,True,Alta Probabilidade de Falsificação
CH1358,C0119,4,vazamento de tinta,False,2024-11-24,Sudeste,SP,falsificado,1,True,Alta Probabilidade de Falsificação
CH1359,C0049,5,vazamento de tinta,False,2024-11-14,Nordeste,MA,falsificado,0,True,Alta Probabilidade de Falsificação
CH1360,C0038,2,outro,True,2025-01-28,Centro-Oeste,DF,original,10,False,Baixa Probabilidade
CH1361,C0121,1,falha de reconhecimento,True,2025-03-25,Sudeste,SP,generico,6,False,Baixa Probabilidade
CH1362,C0177,2,outro,True,2024-08-04,Centro-Oeste,GO,original,7,True,Baixa Probabilidade
CH1363,C0120,1,baixa qualidade de impressão,True,2024-09-16,Norte,TO,original,10,False,Baixa Probabilidade
CH1364,C0196,2,baixa qualidade de impressão,True,2025-03-07,Sul,RS,original,8,False,Baixa Probabilidade
CH1365,C0048,2,baixa qualidade de impressão,True,2024-06-20,Sudeste,ES,original,7,False,Baixa Probabilidade
CH1366,C0124,1,baixa qualidade de impressão,True,2024-08-10,Nordeste,PE,generico,4,False,Baixa Probabilidade
CH1367,C0184,2,falha de reconhecimento,True,2025-06-13,Norte,PA,original,7,False,Baixa Probabilidade
CH1368,C0028,2,baixa qualidade de impressão,True,2024-11-01,Norte,TO,original,6,False,Baixa Probabilidade
CH1369,C0013,4,danificou a impressora,False,2025-04-03,Sul,RS,falsificado,0,True,Alta Probabilidade de Falsificação
CH1370,C0046,4,vazamento de tinta,False,2025-01-29,Sudeste,RJ,falsificado,1,True,Alta Probabilidade de Falsificação
CH1371,C0163,1,baixa qualidade de impressão,True,2024-10-31,Sudeste,SP,generico,6,True,Baixa Probabilidade
CH1372,C0122,2,falha de reconhecimento,True,2024-12-17,Sul,PR,original,6,False,Baixa Probabilidade
CH1373,C0170,2,baixa qualidade de impressão,True,2024-10-15,Sul,PR,original,10,False,Baixa Probabilidade
CH1374,C0057,2,falha de reconhecimento,True,2025-01-07,Sudeste,SP,original,10,False,Baixa Probabilidade
CH1375,C0075,1,falha de reconhecimento,True,2025-01-10,Sudeste,SP,original,8,False,Baixa Probabilidade
CH1376,C0098,1,falha de reconhecimento,True,2025-02-03,Nordeste,CE,original,7,False,Baixa Probabilidade
CH1377,C0056,2,falha de reconhecimento,True,2024-06-19,Sul,PR,original,6,False,Baixa Probabilidade
CH1378,C0185,2,baixa qualidade de impressão,True,2024-06-30,Norte,TO,original,10,False,Baixa Probabilidade
CH1379,C0156,1,baixa qualidade de impressão,True,2024-10-17,Nordeste,PE,generico,6,False,Baixa Probabilidade
CH1380,C0026,3,vazamento de tinta,False,2025-01-06,Sul,SC,falsificado,0,True,Alta Probabilidade de Falsificação
CH1381,C0178,4,vazamento de tinta,False,2024-08-26,Centro-Oeste,MT,falsificado,0,True,Alta Probabilidade de Falsificação
CH1382,C0062,2,falha de reconhecimento,True,2024-10-24,Centro-Oeste,DF,original,8,False,Baixa Probabilidade
CH1383,C0108,2,outro,True,2025-04-09,Nordeste,MA,original,9,False,Baixa Probabilidade
CH1384,C0099,2,falha de reconhecimento,True,2024-09-15,Centro-Oeste,GO,generico,3,False,Baixa Probabilidade
CH1385,C0019,4,danificou a impressora,False,2024-09-04,Nordeste,MA,falsificado,1,True,Alta Probabilidade de Falsificação
CH1386,C0059,1,outro,True,2025-06-08,Centro-Oeste,MT,original,7,False,Baixa Probabilidade
CH1387,C0096,4,danificou a impressora,False,2025-03-20,Sudeste,ES,falsificado,2,True,Alta Probabilidade de Falsificação
CH1388,C0086,2,baixa qualidade de impressão,True,2024-10-04,Norte,PA,original,10,False,Baixa Probabilidade
CH1389,C0171,4,vazamento de tinta,False,2025-03-17,Sudeste,ES,falsificado,1,True,Alta Probabilidade de Falsificação
CH1390,C0022,1,baixa qualidade de impressão,True,2024-10-11,Nordeste,PE,generico,7,False,Baixa Probabilidade
CH1391,C0155,1,baixa qualidade de impressão,True,2025-03-14,Norte,AM,original,6,False,Baixa Probabilidade
CH1392,C0163,5,danificou a impressora,False,2025-02-20,Sudeste,SP,falsificado,1,True,Alta Probabilidade de Falsificação
CH1393,C0093,1,baixa qualidade de impressão,True,2025-02-20,Centro-Oeste,DF,generico,3,False,Baixa Probabilidade
CH1394,C0087,1,falha de reconhecimento,True,2024-11-07,Sul,RS,original,6,False,Baixa Probabilidade
CH1395,C0068,1,falha de reconhecimento,True,2024-12-10,Sudeste,SP,original,9,False,Baixa Probabilidade
CH1396,C0199,1,outro,True,2024-10-17,Norte,TO,original,9,False,Baixa Probabilidade
CH1397,C0116,3,vazamento de tinta,False,2024-07-27,Norte,AC,falsificado,3,True,Alta Probabilidade de Falsificação
CH1398,C0122,1,baixa qualidade de impressão,True,2025-05-23,Centro-Oeste,DF,original,8,False,Baixa Probabilidade
CH1399,C0024,1,falha de reconhecimento,True,2024-06-30,Centro-Oeste,GO,original,10,False,Baixa Probabilidade
CH1400,C0181,1,falha de reconhecimento,True,2024-11-16,Centro-Oeste,GO,original,10,False,Baixa Probabilidade
CH1401,C0003,2,falha de reconhecimento,True,2024-07-08,Nordeste,BA,generico,5,False,Baixa Probabilidade
CH1402,C0058,4,falha de reconhecimento,False,2024-12-13,Norte,PA,falsificado,3,True,Alta Probabilidade de Falsificação
CH1403,C0126,5,falha de reconhecimento,False,2024-11-15,Nordeste,PE,falsificado,2,True,Alta Probabilidade de Falsificação
CH1404,C0054,1,baixa qualidade de impressão,True,2024-10-04,Sudeste,RJ,original,7,False,Baixa Probabilidade
CH1405,C0009,4,vazamento de tinta,False,2025-02-25,Sudeste,ES,falsificado,0,True,Alta Probabilidade de Falsificação
CH1406,C0153,3,vazamento de tinta,False,2024-08-28,Sudeste,MG,falsificado,0,True,Alta Probabilidade de Falsificação
CH1407,C0081,2,baixa qualidade de impressão,True,2025-02-10,Sul,PR,original,8,False,Baixa Probabilidade
CH1408,C0057,5,vazamento de tinta,False,2024-07-11,Sul,SC,falsificado,0,True,Alta Probabilidade de Falsificação
CH1409,C0052,3,danificou a impressora,False,2024-12-15,Sudeste,SP,falsificado,3,True,Alta Probabilidade de Falsificação
CH1410,C0192,1,baixa qualidade de impressão,True,2025-03-30,Sudeste,MG,original,9,False,Baixa Probabilidade
CH1411,C0058,2,baixa qualidade de impressão,True,2024-12-30,Nordeste,BA,original,8,False,Baixa Probabilidade
CH1412,C0083,1,falha de reconhecimento,True,2024-11-24,Sudeste,MG,generico,7,False,Baixa Probabilidade
CH1413,C0080,4,falha de reconhecimento,False,2025-06-14,Sul,PR,falsificado,2,True,Alta Probabilidade de Falsificação
CH1414,C0120,1,falha de reconhecimento,True,2024-11-18,Sudeste,MG,original,8,False,Baixa Probabilidade
CH1415,C0072,3,vazamento de tinta,False,2025-01-27,Sul,PR,falsificado,0,True,Alta Probabilidade de Falsificação
CH1416,C0145,1,falha de reconhecimento,True,2025-05-28,Sul,RS,original,8,False,Baixa Probabilidade
CH1417,C0197,4,vazamento de tinta,False,2024-12-16,Centro-Oeste,DF,falsificado,3,True,Alta Probabilidade de Falsificação
CH1418,C0135,2,falha de reconhecimento,True,2024-07-13,Centro-Oeste,DF,original,10,False,Baixa Probabilidade
CH1419,C0063,1,baixa qualidade de impressão,True,2024-08-02,Sul,RS,original,7,False,Baixa Probabilidade
CH1420,C0169,2,falha de reconhecimento,True,2024-09-23,Sudeste,MG,original,6,False,Baixa Probabilidade
CH1421,C0098,2,falha de reconhecimento,True,2024-10-29,Sudeste,SP,original,7,False,Baixa Probabilidade
CH1422,C0020,4,danificou a impressora,False,2024-07-29,Sudeste,MG,falsificado,2,True,Alta Probabilidade de Falsificação
CH1423,C0158,2,outro,True,2025-03-08,Nordeste,CE,original,7,False,Baixa Probabilidade
CH1424,C0059,1,baixa qualidade de impressão,True,2025-04-29,Sudeste,RJ,original,6,False,Baixa Probabilidade
CH1425,C0149,4,danificou a impressora,False,2024-08-19,Sudeste,ES,falsificado,1,True,Alta Probabilidade de Falsificação
CH1426,C0068,1,baixa qualidade de impressão,True,2024-12-22,Sul,SC,generico,6,False,Baixa Probabilidade
CH1427,C0166,4,danificou a impressora,False,2024-07-10,Nordeste,CE,falsificado,1,True,Alta Probabilidade de Falsificação
CH1428,C0127,1,baixa qualidade de impressão,True,2024-07-03,Sudeste,ES,original,6,False,Baixa Probabilidade
CH1429,C0017,1,baixa qualidade de impressão,True,2025-04-14,Norte,TO,original,6,False,Baixa Probabilidade
CH1430,C0110,4,vazamento de tinta,False,2024-08-06,Sul,SC,falsificado,0,True,Alta Probabilidade de Falsificação
CH1431,C0161,2,baixa qualidade de impressão,True,2024-08-01,Sudeste,ES,original,7,False,Baixa Probabilidade
CH1432,C0077,1,falha de reconhecimento,True,2024-11-19,Sudeste,RJ,original,8,False,Baixa Probabilidade
CH1433,C0073,5,danificou a impressora,False,2024-12-16,Norte,AM,falsificado,0,True,Alta Probabilidade de Falsificação
CH1434,C0037,2,falha de reconhecimento,True,2024-12-30,Norte,PA,original,7,False,Baixa Probabilidade
CH1435,C0164,1,outro,True,2024-12-13,Sudeste,RJ,original,7,False,Baixa Probabilidade
CH1436,C0004,1,baixa qualidade de impressão,True,2025-06-13,Nordeste,CE,original,9,False,Baixa Probabilidade
CH1437,C0166,1,outro,True,2024-10-17,Sul,RS,original,10,True,Baixa Probabilidade
CH1438,C0199,1,falha de reconhecimento,True,2024-09-06,Norte,AC,original,10,True,Baixa Probabilidade
CH1439,C0056,1,baixa qualidade de impressão,True,2024-08-18,Centro-Oeste,MS,original,9,False,Baixa Probabilidade
CH1440,C0032,1,baixa qualidade de impressão,True,2024-11-15,Nordeste,BA,original,7,False,Baixa Probabilidade
CH1441,C0061,1,outro,True,2025-04-01,Sul,PR,original,6,False,Baixa Probabilidade
CH1442,C0195,1,falha de reconhecimento,True,2025-02-24,Norte,TO,original,10,False,Baixa Probabilidade
CH1443,C0151,1,baixa qualidade de impressão,True,2024-11-19,Nordeste,PE,original,9,False,Baixa Probabilidade
CH1444,C0126,4,falha de reconhecimento,False,2025-01-05,Sul,PR,falsificado,1,True,Alta Probabilidade de Falsificação
CH1445,C0028,5,vazamento de tinta,False,2025-01-15,Sul,SC,falsificado,1,True,Alta Probabilidade de Falsificação
CH1446,C0072,1,baixa qualidade de impressão,True,2024-06-27,Sul,RS,original,8,False,Baixa Probabilidade
CH1447,C0141,2,baixa qualidade de impressão,True,2024-08-25,Centro-Oeste,GO,generico,3,False,Baixa Probabilidade
CH1448,C0128,1,baixa qualidade de impressão,True,2025-03-05,Sul,RS,original,6,False,Baixa Probabilidade
CH1449,C0053,2,falha de reconhecimento,True,2024-09-07,Centro-Oeste,GO,original,10,False,Baixa Probabilidade
CH1450,C0124,2,falha de reconhecimento,True,2024-06-17,Nordeste,CE,original,6,False,Baixa Probabilidade
CH1451,C0179,5,vazamento de tinta,False,2024-09-18,Norte,AM,falsificado,2,True,Alta Probabilidade de Falsificação
CH1452,C0131,4,vazamento de tinta,False,2025-04-29,Nordeste,MA,falsificado,3,True,Alta Probabilidade de Falsificação
CH1453,C0194,4,vazamento de tinta,False,2024-07-16,Sudeste,ES,falsificado,2,True,Alta Probabilidade de Falsificação
CH1454,C0116,1,baixa qualidade de impressão,True,2024-11-07,Sudeste,RJ,original,9,False,Baixa Probabilidade
CH1455,C0067,4,danificou a impressora,False,2025-02-04,Nordeste,PE,falsificado,3,True,Alta Probabilidade de Falsificação
CH1456,C0060,2,baixa qualidade de impressão,True,2024-07-03,Nordeste,BA,generico,5,False,Baixa Probabilidade
CH1457,C0159,1,baixa qualidade de impressão,True,2024-06-24,Sul,SC,original,9,False,Baixa Probabilidade
CH1458,C0112,1,falha de reconhecimento,True,2025-04-18,Norte,AM,original,8,False,Baixa Probabilidade
CH1459,C0071,1,outro,True,2025-04-13,Sudeste,SP,original,6,False,Baixa Probabilidade
CH1460,C0090,1,falha de reconhecimento,True,2025-04-23,Centro-Oeste,MS,original,9,False,Baixa Probabilidade
CH1461,C0016,5,vazamento de tinta,False,2024-11-06,Nordeste,PE,falsificado,0,True,Alta Probabilidade de Falsificação
CH1462,C0138,1,falha de reconhecimento,True,2025-01-21,Sul,PR,original,7,False,Baixa Probabilidade
CH1463,C0062,2,falha de reconhecimento,True,2024-12-25,Centro-Oeste,GO,original,8,False,Baixa Probabilidade
CH1464,C0156,2,baixa qualidade de impressão,True,2024-09-10,Norte,AC,original,7,False,Baixa Probabilidade
CH1465,C0119,4,danificou a impressora,False,2024-10-02,Nordeste,MA,falsificado,3,True,Alta Probabilidade de Falsificação
CH1466,C0165,4,vazamento de tinta,False,2024-08-04,Nordeste,BA,falsificado,3,True,Alta Probabilidade de Falsificação
CH1467,C0120,2,baixa qualidade de impressão,True,2025-03-04,Centro-Oeste,MS,generico,5,False,Baixa Probabilidade
CH1468,C0077,2,falha de reconhecimento,True,2025-01-27,Sudeste,ES,generico,7,True,Baixa Probabilidade
CH1469,C0043,1,outro,True,2024-08-29,Centro-Oeste,GO,generico,7,False,Baixa Probabilidade
CH1470,C0187,2,falha de reconhecimento,True,2024-06-25,Sul,RS,original,10,False,Baixa Probabilidade
CH1471,C0160,5,vazamento de tinta,False,2025-02-11,Sudeste,SP,falsificado,2,True,Alta Probabilidade de Falsificação
CH1472,C0138,2,outro,True,2025-01-14,Centro-Oeste,MS,original,8,False,Baixa Probabilidade
CH1473,C0020,1,outro,True,2025-04-26,Sudeste,SP,generico,6,False,Baixa Probabilidade
CH1474,C0149,2,outro,True,2025-01-12,Sudeste,SP,original,6,False,Baixa Probabilidade
CH1475,C0055,2,outro,True,2024-07-06,Sudeste,MG,original,10,True,Baixa Probabilidade
CH1476,C0182,5,danificou a impressora,False,2025-03-04,Sudeste,MG,falsificado,2,True,Alta Probabilidade de Falsificação
CH1477,C0150,1,baixa qualidade de impressão,True,2025-04-18,Nordeste,CE,generico,4,True,Baixa Probabilidade
CH1478,C0043,2,outro,True,2025-06-03,Sul,SC,generico,5,False,Baixa Probabilidade
